OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,incidence,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,total_population,B00001m1,housing_units,B00002m1,OBJECTID_2,GEOID_12,house_income,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
2944,1,2944,2,2944,0,15,2944,2/15/13 0:00,8:50,BROOKLYN,11204,40.6136834,-73.9888128,"(40.6136834, -73.9888128)",70 STREET,20 AVENUE, ,1,25800,2,3.60E+11,Block Group 2,G5030,S,56501,0,40.6132966,-73.987424,15000US360470258002,0.009986455,6.01E-06,4334,15000US360470258002,104,-1,42,-1,4334,15000US360470258002,524,92,60,44,64,53,52,34,50,41,26,34,17,18,22,28,8,14,24,26,70,54,35,39,56,55,19,25,8,14,2,10,12,23,94.24777961,706.8583471
2945,0,2945,1,2945,1,15,2945,,,,,,,,,,,,24800,1,3.60E+11,Block Group 1,G5030,S,74466,0,40.6201414,-73.9883602,15000US360470248001,0.015145152,7.92E-06,4305,15000US360470248001,169,-1,56,-1,4305,15000US360470248001,408,55,33,28,49,34,34,24,27,21,15,21,8,11,17,20,14,16,17,19,28,26,24,19,61,36,29,25,31,24,14,17,7,10,94.24777961,706.8583471
2946,1,2946,2,2946,0,15,2946,10/1/13 0:00,9:40,BROOKLYN,11219,40.6331359,-73.9904957,"(40.6331359, -73.9904957)",14 AVENUE,50 STREET, ,1,23600,4,3.60E+11,Block Group 4,G5030,S,37700,0,40.633415,-73.9902049,15000US360470236004,0.011909385,4.01E-06,4279,15000US360470236004,114,-1,34,-1,4279,15000US360470236004,342,74,36,34,72,46,60,42,41,34,23,22,18,22,0,11,6,14,18,24,28,28,22,26,2,10,12,16,4,12,0,11,0,11,94.24777961,706.8583471
2947,0,2947,1,2947,1,15,2947,,,,,,,,,,,,24800,1,3.60E+11,Block Group 1,G5030,S,74466,0,40.6201414,-73.9883602,15000US360470248001,0.015145152,7.92E-06,4305,15000US360470248001,169,-1,56,-1,4305,15000US360470248001,408,55,33,28,49,34,34,24,27,21,15,21,8,11,17,20,14,16,17,19,28,26,24,19,61,36,29,25,31,24,14,17,7,10,94.24777961,706.8583471
2948,0,2948,2,2948,0,15,2948,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,158,-1,48,-1,4894,15000US360470470002,326,50,21,22,40,25,25,22,25,27,28,26,30,22,15,19,7,16,12,16,22,16,18,16,26,22,22,18,17,21,12,10,6,11,94.24777961,706.8583471
2949,0,2949,3,2949,0,15,2949,,,,,,,,,,,,26600,1,3.60E+11,Block Group 1,G5030,S,56956,0,40.6109107,-73.9874892,15000US360470266001,0.013577577,6.06E-06,4357,15000US360470266001,82,-1,31,-1,4357,15000US360470266001,342,71,24,24,28,28,34,28,26,30,25,25,11,16,10,15,22,28,0,11,19,25,60,44,35,31,10,20,5,13,21,23,11,16,94.24777961,706.8583471
2950,0,2950,1,2950,0,15,2950,,,,,,,,,,,,24800,1,3.60E+11,Block Group 1,G5030,S,74466,0,40.6201414,-73.9883602,15000US360470248001,0.015145152,7.92E-06,4305,15000US360470248001,169,-1,56,-1,4305,15000US360470248001,408,55,33,28,49,34,34,24,27,21,15,21,8,11,17,20,14,16,17,19,28,26,24,19,61,36,29,25,31,24,14,17,7,10,94.24777961,706.8583471
2951,2,2951,2,2951,0,15,2951,4/20/13 0:00,13:00,BROOKLYN,11204,40.6233698,-73.9894885,"(40.6233698, -73.9894885)",17 AVENUE,60 STREET, ,2,24400,3,3.60E+11,Block Group 3,G5030,S,58636,0,40.6229769,-73.9880886,15000US360470244003,0.010152973,6.24E-06,4295,15000US360470244003,139,-1,42,-1,4295,15000US360470244003,308,60,12,18,29,24,28,24,18,18,22,24,20,14,5,14,24,23,14,20,34,26,25,22,16,16,16,15,17,18,14,12,15,14,94.24777961,706.8583471
2952,2,2952,2,2952,0,15,2952,10/29/13 0:00,14:30,BROOKLYN,11218,40.6426851,-73.9912114,"(40.6426851, -73.9912114)",40 STREET,FORT HAMILTON PARKWAY, ,2,11000,2,3.60E+11,Block Group 2,G5030,S,57820,0,40.643728,-73.9931647,15000US360470110002,0.013781777,6.16E-06,3949,15000US360470110002,142,-1,42,-1,3949,15000US360470110002,330,64,22,21,28,28,24,20,15,17,34,28,8,14,40,40,20,22,7,12,19,18,44,32,46,35,5,12,2,10,8,11,8,12,94.24777961,706.8583471
2953,2,2953,2,2953,0,15,2953,4/25/14 0:00,14:50,BROOKLYN,11219,40.6301276,-73.9900458,"(40.6301276, -73.9900458)",15 AVENUE,53 STREET, ,2,23800,1,3.60E+11,Block Group 1,G5030,S,56627,0,40.6291808,-73.9892351,15000US360470238001,0.009998643,6.03E-06,4280,15000US360470238001,138,-1,50,-1,4280,15000US360470238001,524,85,50,36,78,50,61,43,59,40,36,29,14,18,32,34,13,20,13,17,26,29,70,47,24,24,8,12,16,21,9,20,15,18,94.24777961,706.8583471
2954,0,2954,3,2954,0,15,2954,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,70,-1,32,-1,4815,15000US360470430003,392,89,34,33,35,28,55,46,19,24,10,19,13,21,22,31,12,21,3,12,20,18,53,40,52,47,32,31,24,31,2,11,3,12,94.24777961,706.8583471
2955,2,2955,2,2955,0,15,2955,4/16/15 0:00,18:20,BROOKLYN,11219,40.6397179,-73.9908227,"(40.6397179, -73.9908227)",12 AVENUE,43 STREET, ,2,22400,2,3.60E+11,Block Group 2,G5030,S,37773,0,40.6390497,-73.989723,15000US360470224002,0.008381768,4.02E-06,4241,15000US360470224002,122,-1,30,-1,4241,15000US360470224002,422,84,24,32,36,30,26,36,80,63,5,13,56,48,14,22,32,32,7,14,62,46,28,36,0,11,29,34,18,26,4,13,0,11,94.24777961,706.8583471
2956,0,2956,2,2956,0,15,2956,,,,,,,,,,,,24800,1,3.60E+11,Block Group 1,G5030,S,74466,0,40.6201414,-73.9883602,15000US360470248001,0.015145152,7.92E-06,4305,15000US360470248001,184,-1,59,-1,4305,15000US360470248001,443,56,36,26,32,26,33,24,39,30,14,19,24,19,21,25,17,16,13,15,44,30,35,26,48,38,38,34,26,24,12,14,11,12,94.24777961,706.8583471
2957,0,2957,3,2957,0,15,2957,,,,,,,,,,,,26000,1,3.60E+11,Block Group 1,G5030,S,53750,0,40.6170453,-73.9906047,15000US360470260001,0.009720763,5.72E-06,4338,15000US360470260001,96,-1,34,-1,4338,15000US360470260001,398,80,25,25,20,29,16,22,47,46,33,37,29,29,23,26,13,20,20,23,16,20,59,41,45,42,34,28,3,12,3,12,13,20,94.24777961,706.8583471
2958,0,2958,2,2958,0,15,2958,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,128,-1,38,-1,4894,15000US360470470002,386,74,46,30,38,36,30,28,40,41,34,36,35,32,10,16,7,16,16,24,48,44,16,15,24,23,12,12,24,36,4,11,0,11,94.24777961,706.8583471
2959,1,2959,2,2959,0,15,2959,10/22/12 0:00,15:24,BROOKLYN,11214,40.6045404,-73.9874783,"(40.6045404, -73.9874783)",79 STREET,23 AVENUE, ,1,29800,1,3.60E+11,Block Group 1,G5030,S,85238,0,40.6024563,-73.9875134,15000US360470298001,0.010164492,5.20E-06,4460,15000US360470298001,130,-1,48,-1,4460,15000US360470298001,484,74,30,29,28,28,23,24,5,12,18,23,20,22,6,13,8,14,14,18,62,57,48,42,66,44,66,46,26,26,46,38,17,22,94.24777961,706.8583471
2960,0,2960,1,2960,0,15,2960,,,,,,,,,,,,24200,1,3.60E+11,Block Group 1,G5030,S,104434,0,40.6248213,-73.9914266,15000US360470242001,0.01613915,1.11E-05,4288,15000US360470242001,148,-1,46,-1,4288,15000US360470242001,286,49,15,18,37,23,36,30,19,20,14,17,35,19,10,17,0,11,15,19,5,7,13,16,15,14,26,22,20,20,15,10,11,11,94.24777961,706.8583471
2961,2,2961,3,2961,0,15,2961,4/23/15 0:00,15:45,BROOKLYN,11219,40.6367041,-73.9903727,"(40.6367041, -73.9903727)",13 AVENUE,46 STREET, ,2,22200,1,3.60E+11,Block Group 1,G5030,S,56565,0,40.6376506,-73.9911803,15000US360470222001,0.009989727,6.02E-06,4237,15000US360470222001,129,-1,34,-1,4237,15000US360470222001,411,89,43,34,34,33,34,26,62,46,17,20,18,20,20,29,38,37,29,39,6,12,19,25,39,40,23,31,6,12,18,26,3,12,94.24777961,706.8583471
2962,0,2962,2,2962,0,15,2962,,,,,,,,,,,,25800,2,3.60E+11,Block Group 2,G5030,S,56501,0,40.6132966,-73.987424,15000US360470258002,0.009986455,6.01E-06,4334,15000US360470258002,104,-1,42,-1,4334,15000US360470258002,524,92,60,44,64,53,52,34,50,41,26,34,17,18,22,28,8,14,24,26,70,54,35,39,56,55,19,25,8,14,2,10,12,23,94.24777961,706.8583471
2963,2,2963,2,2963,0,15,2963,8/18/14 0:00,18:30,BROOKLYN,11219,40.6336958,-73.9899156,"(40.6336958, -73.9899156)",49 STREET,14 AVENUE, ,2,23600,4,3.60E+11,Block Group 4,G5030,S,37700,0,40.633415,-73.9902049,15000US360470236004,0.011909385,4.01E-06,4279,15000US360470236004,114,-1,36,-1,4279,15000US360470236004,356,70,60,40,70,42,44,28,46,39,26,30,4,12,0,11,2,10,12,14,30,30,28,22,0,11,16,22,4,12,8,15,6,12,94.24777961,706.8583471
2964,0,2964,2,2964,0,15,2964,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,68,-1,33,-1,4815,15000US360470430003,406,91,52,44,29,22,52,49,24,28,15,24,20,26,21,28,11,19,0,11,25,20,64,46,62,55,16,20,16,26,0,11,0,11,94.24777961,706.8583471
2965,0,2965,2,2965,0,15,2965,,,,,,,,,,,,26600,1,3.60E+11,Block Group 1,G5030,S,56956,0,40.6109107,-73.9874892,15000US360470266001,0.013577577,6.06E-06,4357,15000US360470266001,90,-1,34,-1,4357,15000US360470266001,392,86,30,30,26,28,16,18,20,26,23,24,23,24,12,17,24,34,0,11,16,28,64,34,56,44,32,38,17,20,26,26,8,14,94.24777961,706.8583471
2966,1,2966,2,2966,0,15,2966,8/31/14 0:00,20:00,BROOKLYN,11204,40.6239517,-73.9888832,"(40.6239517, -73.9888832)",59 STREET,17 AVENUE, ,1,24400,3,3.60E+11,Block Group 3,G5030,S,58636,0,40.6229769,-73.9880886,15000US360470244003,0.010152973,6.24E-06,4295,15000US360470244003,139,-1,42,-1,4295,15000US360470244003,308,60,12,18,29,24,28,24,18,18,22,24,20,14,5,14,24,23,14,20,34,26,25,22,16,16,16,15,17,18,14,12,15,14,94.24777961,706.8583471
2967,0,2967,1,2967,0,15,2967,,,,,,,,,,,,24200,1,3.60E+11,Block Group 1,G5030,S,104434,0,40.6248213,-73.9914266,15000US360470242001,0.01613915,1.11E-05,4288,15000US360470242001,148,-1,46,-1,4288,15000US360470242001,286,49,15,18,37,23,36,30,19,20,14,17,35,19,10,17,0,11,15,19,5,7,13,16,15,14,26,22,20,20,15,10,11,11,94.24777961,706.8583471
2968,1,2968,3,2968,0,15,2968,5/27/17 0:00,17:30,BROOKLYN,11204,40.60817,-73.98735,"(40.60817, -73.98735)",BAY RIDGE PARKWAY,BAY PARKWAY, ,2,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,70,-1,32,-1,4815,15000US360470430003,372,82,48,39,37,29,35,36,19,22,19,24,16,23,14,22,20,26,0,11,22,21,57,49,59,50,11,17,15,23,0,11,0,11,94.24777961,706.8583471
2969,0,2969,4,2969,0,15,2969,,,,,,,,,,,,23600,1,3.60E+11,Block Group 1,G5030,S,56651,0,40.6308609,-73.9874857,15000US360470236001,0.010000158,6.03E-06,4276,15000US360470236001,146,-1,48,-1,4276,15000US360470236001,505,84,50,34,73,50,64,46,46,35,32,26,20,20,16,22,18,22,16,20,39,40,56,44,26,26,17,18,9,15,10,17,12,15,94.24777961,706.8583471
2970,0,2970,1,2970,0,15,2970,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,77,-1,41,-1,4815,15000US360470430003,481,94,87,61,36,24,84,65,42,45,23,37,40,42,23,26,22,27,0,11,42,27,29,32,47,49,6,10,0,11,0,11,0,11,94.24777961,706.8583471
2971,1,2971,2,2971,0,15,2971,7/16/15 0:00,7:54,BROOKLYN,11204,40.607244,-73.9872545,"(40.607244, -73.9872545)",STILLWELL AVENUE,AVENUE P, ,1,42800,3,3.60E+11,Block Group 3,G5030,S,60990,0,40.6065691,-73.9860873,15000US360470428003,0.012266523,6.21E-06,4808,15000US360470428003,86,-1,42,-1,4808,15000US360470428003,466,88,74,54,28,22,53,46,25,28,12,24,24,28,52,38,11,19,7,13,46,32,30,29,54,48,27,24,8,19,8,18,4,12,94.24777961,706.8583471
2972,1,2972,4,2972,0,15,2972,5/25/14 0:00,21:00,BROOKLYN,11219,40.6402751,-73.9902425,"(40.6402751, -73.9902425)",12 AVENUE,42 STREET, ,1,22400,4,3.60E+11,Block Group 4,G5030,S,56568,0,40.6417571,-73.990499,15000US360470224004,0.010154186,6.02E-06,4243,15000US360470224004,110,-1,27,-1,4243,15000US360470224004,323,72,12,22,26,25,24,30,48,41,5,14,32,31,22,28,18,22,7,15,31,28,30,30,14,18,25,30,16,26,8,15,4,14,94.24777961,706.8583471
2973,3,2973,4,2973,0,15,2973,5/31/16 0:00,18:48,BROOKLYN,11218,40.6431653,-73.9904979,"(40.6431653, -73.9904979)",39 STREET,FORT HAMILTON PARKWAY, ,3,11000,1,3.60E+11,Block Group 1,G5030,S,100239,0,40.6450697,-73.9925483,15000US360470110001,0.01463356,5.10E-06,3948,15000US360470110001,136,-1,38,-1,3948,15000US360470110001,303,64,17,18,18,20,22,22,17,20,37,28,7,15,26,30,17,21,7,14,10,14,42,32,38,30,14,18,8,13,16,18,7,14,94.24777961,706.8583471
2974,0,2974,2,2974,0,15,2974,,,,,,,,,,,,24800,1,3.60E+11,Block Group 1,G5030,S,74466,0,40.6201414,-73.9883602,15000US360470248001,0.015145152,7.92E-06,4305,15000US360470248001,184,-1,59,-1,4305,15000US360470248001,443,56,36,26,32,26,33,24,39,30,14,19,24,19,21,25,17,16,13,15,44,30,35,26,48,38,38,34,26,24,12,14,11,12,94.24777961,706.8583471
2975,0,2975,1,2975,0,15,2975,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,169,-1,50,-1,4894,15000US360470470002,365,51,27,25,42,27,14,15,31,34,43,34,25,24,20,21,14,21,9,13,40,25,23,16,36,30,18,13,14,22,9,11,0,11,94.24777961,706.8583471
2976,0,2976,3,2976,0,15,2976,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,117,-1,38,-1,4894,15000US360470470002,386,76,43,29,47,42,33,33,32,36,36,35,25,24,15,20,7,14,17,23,40,38,27,25,18,19,10,12,24,35,3,11,7,15,94.24777961,706.8583471
2977,2,2977,2,2977,0,15,2977,6/12/16 0:00,19:05,BROOKLYN,11223,40.6060307,-73.9870242,"(40.6060307, -73.9870242)",KINGS HIGHWAY,STILLWELL AVENUE, ,2,40400,2,3.60E+11,Block Group 2,G5030,S,85065,0,40.6023796,-73.9859495,15000US360470404002,0.010348414,3.03E-06,4740,15000US360470404002,120,-1,50,-1,4740,15000US360470404002,416,68,42,34,20,21,28,28,27,20,15,22,14,16,43,28,8,13,7,13,36,27,41,27,48,40,32,28,15,20,20,22,19,21,94.24777961,706.8583471
2978,1,2978,3,2978,0,15,2978,3/1/16 0:00,15:45,BROOKLYN,11204,40.6178527,-73.9880665,"(40.6178527, -73.9880665)",19 AVENUE,65 STREET, ,1,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,102,-1,37,-1,4325,15000US360470254003,448,83,31,30,31,37,30,31,60,52,31,34,23,25,35,37,13,20,22,26,11,16,46,32,58,47,34,29,3,13,11,17,10,19,94.24777961,706.8583471
2979,1,2979,3,2979,0,15,2979,10/3/12 0:00,14:15,BROOKLYN,11214,40.6050975,-73.986848,"(40.6050975, -73.986848)",STILLWELL AVENUE,23 AVENUE, ,1,40400,2,3.60E+11,Block Group 2,G5030,S,85065,0,40.6023796,-73.9859495,15000US360470404002,0.010348414,3.03E-06,4740,15000US360470404002,136,-1,50,-1,4740,15000US360470404002,450,68,28,27,26,26,27,26,19,17,22,26,21,21,6,11,10,14,9,16,49,44,48,37,55,40,50,37,21,22,38,32,21,24,94.24777961,706.8583471
2980,1,2980,3,2980,0,15,2980,5/20/13 0:00,16:14,BROOKLYN,11219,40.637264,-73.9897889,"(40.637264, -73.9897889)",45 STREET,13 AVENUE, ,1,23200,3,3.60E+11,Block Group 3,G5030,S,37745,0,40.6371608,-73.9881037,15000US360470232003,0.008379482,4.02E-06,4265,15000US360470232003,98,-1,28,-1,4265,15000US360470232003,337,88,53,39,31,36,25,20,63,54,5,11,13,17,20,30,31,29,22,31,7,14,11,17,36,43,14,21,6,12,0,11,0,11,94.24777961,706.8583471
2981,2,2981,4,2981,0,15,2981,8/13/15 0:00,17:15,BROOKLYN,11204,40.6148004,-73.9876529,"(40.6148004, -73.9876529)",20 AVENUE,68 STREET, ,2,25600,1,3.60E+11,Block Group 1,G5030,S,95091,0,40.6140646,-73.9844557,15000US360470256001,0.015305932,1.01E-05,4328,15000US360470256001,111,-1,42,-1,4328,15000US360470256001,511,88,46,36,46,45,40,30,59,44,26,29,17,21,26,31,11,17,14,19,55,45,52,42,62,52,16,22,11,16,12,16,20,26,94.24777961,706.8583471
2982,0,2982,2,2982,0,15,2982,,,,,,,,,,,,40400,2,3.60E+11,Block Group 2,G5030,S,85065,0,40.6023796,-73.9859495,15000US360470404002,0.010348414,3.03E-06,4740,15000US360470404002,129,-1,48,-1,4740,15000US360470404002,453,67,24,28,24,28,26,28,23,20,33,34,10,14,8,11,8,13,12,20,51,44,52,40,52,42,42,32,31,31,28,28,28,31,94.24777961,706.8583471
2983,0,2983,2,2983,0,15,2983,,,,,,,,,,,,23400,2,3.60E+11,Block Group 2,G5030,S,56608,0,40.6338708,-73.98794,15000US360470234002,0.017060146,6.03E-06,4272,15000US360470234002,149,-1,44,-1,4272,15000US360470234002,462,84,105,60,63,41,54,32,50,38,24,30,4,12,10,16,2,10,20,20,30,32,51,36,8,15,16,22,11,23,8,15,6,12,94.24777961,706.8583471
2984,1,2984,4,2984,0,15,2984,5/28/17 0:00,22:50,BROOKLYN,11204,40.61179,-73.987206,"(40.61179, -73.987206)",21 AVENUE,71 STREET, ,1,25800,1,3.60E+11,Block Group 1,G5030,S,57213,0,40.6119586,-73.9852083,15000US360470258001,0.010045675,6.09E-06,4333,15000US360470258001,96,-1,36,-1,4333,15000US360470258001,399,83,35,32,32,31,36,28,20,24,24,27,16,19,12,18,19,25,6,14,31,33,43,32,50,41,26,32,10,15,27,27,9,17,94.24777961,706.8583471
2985,0,2985,1,2985,0,15,2985,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,169,-1,50,-1,4894,15000US360470470002,365,51,27,25,42,27,14,15,31,34,43,34,25,24,20,21,14,21,9,13,40,25,23,16,36,30,18,13,14,22,9,11,0,11,94.24777961,706.8583471
2986,0,2986,4,2986,0,15,2986,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,158,-1,46,-1,4894,15000US360470470002,332,58,21,22,28,22,21,20,28,26,22,23,18,15,8,15,20,20,12,16,28,21,36,24,28,21,16,15,14,17,16,15,18,15,94.24777961,706.8583471
2987,1,2987,3,2987,0,15,2987,10/7/13 0:00,7:50,BROOKLYN,11219,40.6312473,-73.9888784,"(40.6312473, -73.9888784)",15 AVENUE,51 STREET, ,1,23600,1,3.60E+11,Block Group 1,G5030,S,56651,0,40.6308609,-73.9874857,15000US360470236001,0.010000158,6.03E-06,4276,15000US360470236001,146,-1,42,-1,4276,15000US360470236001,452,84,47,34,69,50,63,48,36,32,27,22,26,25,0,11,19,21,22,27,39,39,42,42,21,23,26,22,2,10,7,12,5,12,94.24777961,706.8583471
2988,0,2988,2,2988,0,15,2988,,,,,,,,,,,,22400,4,3.60E+11,Block Group 4,G5030,S,56568,0,40.6417571,-73.990499,15000US360470224004,0.010154186,6.02E-06,4243,15000US360470224004,100,-1,23,-1,4243,15000US360470224004,224,60,0,11,16,20,23,23,16,19,6,14,8,14,30,33,4,12,6,16,0,11,33,25,27,25,22,26,13,26,12,16,8,17,94.24777961,706.8583471
2989,0,2989,2,2989,0,15,2989,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,75,-1,35,-1,4815,15000US360470430003,392,79,64,46,44,34,42,38,24,28,24,32,24,28,12,18,30,34,0,11,30,24,37,42,51,45,3,10,7,14,0,11,0,11,94.24777961,706.8583471
2990,0,2990,4,2990,0,15,2990,,,,,,,,,,,,24400,2,3.60E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11E-06,4294,15000US360470244002,161,-1,48,-1,4294,15000US360470244002,392,65,34,26,34,29,26,24,30,26,18,23,22,20,10,18,20,19,11,14,40,29,34,27,32,26,24,22,22,22,16,17,19,20,94.24777961,706.8583471
2991,0,2991,3,2991,0,15,2991,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,123,-1,42,-1,4894,15000US360470470002,335,60,24,21,36,30,20,22,26,30,34,29,10,14,15,20,13,18,9,15,38,28,31,25,20,21,13,12,20,24,14,15,14,16,94.24777961,706.8583471
2992,0,2992,2,2992,0,15,2992,,,,,,,,,,,,11000,1,3.60E+11,Block Group 1,G5030,S,100239,0,40.6450697,-73.9925483,15000US360470110001,0.01463356,5.10E-06,3948,15000US360470110001,129,-1,33,-1,3948,15000US360470110001,276,62,11,15,7,12,18,24,19,22,40,28,7,16,14,20,13,20,6,15,2,8,39,34,32,26,23,26,13,17,25,24,7,14,94.24777961,706.8583471
2993,0,2993,3,2993,0,15,2993,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,123,-1,42,-1,4894,15000US360470470002,335,60,24,21,36,30,20,22,26,30,34,29,10,14,15,20,13,18,9,15,38,28,31,25,20,21,13,12,20,24,14,15,14,16,94.24777961,706.8583471
2994,0,2994,3,2994,0,15,2994,,,,,,,,,,,,23200,3,3.60E+11,Block Group 3,G5030,S,37745,0,40.6371608,-73.9881037,15000US360470232003,0.008379482,4.02E-06,4265,15000US360470232003,97,-1,29,-1,4265,15000US360470232003,352,85,47,43,45,43,32,27,68,56,2,11,32,33,13,19,27,26,13,21,17,20,22,28,23,31,3,12,8,15,0,11,0,11,94.24777961,706.8583471
2995,0,2995,3,2995,0,15,2995,,,,,,,,,,,,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,113,-1,39,-1,4325,15000US360470254003,389,72,24,26,36,37,32,31,37,37,24,30,15,17,27,30,13,18,25,28,15,18,11,13,61,46,41,32,14,17,13,19,2,11,94.24777961,706.8583471
2996,2,2996,2,2996,0,15,2996,9/30/14 0:00,15:47,BROOKLYN,11204,40.6153603,-73.9870693,"(40.6153603, -73.9870693)",20 AVENUE,67 STREET, ,2,25600,1,3.60E+11,Block Group 1,G5030,S,95091,0,40.6140646,-73.9844557,15000US360470256001,0.015305932,1.01E-05,4328,15000US360470256001,118,-1,42,-1,4328,15000US360470256001,498,84,30,27,28,37,29,26,68,46,24,24,16,24,30,33,13,19,4,12,40,36,70,46,68,49,14,19,14,18,21,22,28,28,94.24777961,706.8583471
2997,0,2997,2,2997,0,15,2997,,,,,,,,,,,,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,141,-1,48,-1,4325,15000US360470254003,434,65,25,28,42,35,39,32,40,32,16,20,18,19,29,30,15,20,28,32,22,22,12,13,80,51,22,22,20,20,19,22,4,10,94.24777961,706.8583471
2998,0,2998,2,2998,0,15,2998,,,,,,,,,,,,42800,3,3.60E+11,Block Group 3,G5030,S,60990,0,40.6065691,-73.9860873,15000US360470428003,0.012266523,6.21E-06,4808,15000US360470428003,86,-1,42,-1,4808,15000US360470428003,466,88,74,54,28,22,53,46,25,28,12,24,24,28,52,38,11,19,7,13,46,32,30,29,54,48,27,24,8,19,8,18,4,12,94.24777961,706.8583471
2999,0,2999,2,2999,0,15,2999,,,,,,,,,,,,23400,2,3.60E+11,Block Group 2,G5030,S,56608,0,40.6338708,-73.98794,15000US360470234002,0.017060146,6.03E-06,4272,15000US360470234002,155,-1,41,-1,4272,15000US360470234002,485,88,78,53,52,40,60,36,42,30,30,29,12,16,18,20,12,22,24,28,26,28,40,36,36,33,13,26,11,23,27,34,4,12,94.24777961,706.8583471
3000,0,3000,1,3000,0,15,3000,,,,,,,,,,,,42800,3,3.60E+11,Block Group 3,G5030,S,60990,0,40.6065691,-73.9860873,15000US360470428003,0.012266523,6.21E-06,4808,15000US360470428003,94,-1,43,-1,4808,15000US360470428003,450,81,61,46,21,20,22,27,8,12,0,11,8,13,82,50,0,11,14,15,51,37,32,26,61,48,48,39,17,27,16,26,9,14,94.24777961,706.8583471
3001,0,3001,2,3001,1,15,3001,,,,,,,,,,,,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,141,-1,48,-1,4325,15000US360470254003,434,65,25,28,42,35,39,32,40,32,16,20,18,19,29,30,15,20,28,32,22,22,12,13,80,51,22,22,20,20,19,22,4,10,94.24777961,706.8583471
