OBJECTID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area,Junction_Longitude,Junction_latitude,Dist_2_Parking
256,,,,,,,,,,,,,,,,,,,,,,,,256,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0367737,40.634304,568.5525513
257,,,,,,,,,,,,,,,,,,,,,,,,257,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0344086,40.6087608,487.1487732
258,,,,,,,,,,,,,,,,,,,,,,,,258,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0344086,40.6087608,487.1487732
259,,,,,,,,,,,,,,,,,,,,,,,,259,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,112,-1,66,-1,3814,15000US360470052011,699,87,106,48,58,35,34,33,31,28,23,29,11,14,10,19,32,35,28,30,68,49,56,41,70,41,48,41,28,29,38,30,58,34,94.24777961,706.8583471,-74.0354309,40.619957,355.9404602
260,,,,,,,,,,,,,,,,,,,,,,,,260,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0344009,40.6088066,484.4794312
261,,,,,,,,,,,,,,,,,,,,,,,,261,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0343552,40.6084404,497.3078308
262,,,,,,,,,,,,,,,,,,,,,,,,262,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0364609,40.6319427,529.7011108
263,,,,,,,,,,,,,,,,,,,,,,,,263,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0342941,40.6085968,485.5036011
264,,,,,,,,,,,,,,,,,,,,,,,,264,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0362625,40.6300735,589.0408936
265,,,,,,,,,,,,,,,,,,,,,,,,265,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0364227,40.6319351,526.6187744
266,,,,,,,,,,,,,,,,,,,,,,,,266,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,96,-1,60,-1,3828,15000US360470056011,720,103,48,49,41,36,28,36,75,42,36,33,48,44,30,36,12,16,14,19,67,43,26,24,91,53,69,44,35,38,52,38,50,40,94.24777961,706.8583471,-74.0348816,40.6153717,273.8659058
267,,,,,,,,,,,,,,,,,,,,,,,,267,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.036232,40.6300621,587.6130981
268,,,,,,,,,,,,,,,,,,,,,,,,268,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0366974,40.6353035,602.3480835
269,,,,,,,,,,,,,,,,,,,,,,,,269,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0362091,40.630455,564.4781494
270,,,,,,,,,,,,,,,,,,,,,,,,270,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0349731,40.6173325,307.023468
271,,,,,,,,,,,,,,,,,,,,,,,,271,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,148,-1,86,-1,3828,15000US360470056011,752,76,58,43,26,24,16,14,63,36,30,25,52,54,11,14,28,23,18,18,56,38,55,27,103,50,104,52,40,38,16,18,76,46,94.24777961,706.8583471,-74.0347214,40.6146507,291.6702881
272,,,,,,,,,,,,,,,,,,,,,,,,272,36,47,5000,3,3.6047E+11,Block Group 3,G5030,S,81979,0,40.6244835,-74.0350568,15000US360470050003,0.011919856,8.72515E-06,3809,15000US360470050003,142,-1,56,-1,3809,15000US360470050003,412,53,8,12,7,10,6,10,8,14,4,13,20,20,10,13,8,11,10,16,31,24,13,14,80,37,34,31,22,18,79,38,74,34,94.24777961,706.8583471,-74.0357895,40.6262894,569.2158203
273,,,,,,,,,,,,,,,,,,,,,,,,273,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0361176,40.630024,581.2814331
274,,,,,,,,,,,,,,,,,,,,,,,,274,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.036087,40.6304169,557.303833
275,,,,,,,,,,,,,,,,,,,,,,,,275,36,47,3400,3,3.6047E+11,Block Group 3,G5030,S,63683,0,40.6360139,-74.0344291,15000US360470034003,0.012593108,6.77889E-06,3774,15000US360470034003,65,-1,33,-1,3774,15000US360470034003,410,87,12,16,26,31,7,16,38,42,23,28,7,14,8,15,13,20,6,14,30,28,12,18,82,62,52,44,50,36,22,27,22,30,94.24777961,706.8583471,-74.036644,40.6365395,652.7039795
276,,,,,,,,,,,,,,,,,,,,,,,,276,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.034874,40.6173096,298.4253235
277,,,,,,,,,,,,,,,,,,,,,,,,277,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0348816,40.6175652,312.9899292
278,,,,,,,,,,,,,,,,,,,,,,,,278,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,114,-1,68,-1,3814,15000US360470052011,647,70,144,50,91,47,26,22,28,23,24,30,12,15,4,13,30,36,8,12,31,23,32,26,50,32,36,42,31,28,45,32,56,32,94.24777961,706.8583471,-74.0351563,40.620636,295.5003662
279,,,,,,,,,,,,,,,,,,,,,,,,279,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,170,-1,92,-1,3831,15000US360470056021,734,74,74,47,23,24,20,18,24,18,27,25,40,38,18,16,38,33,21,18,34,27,92,52,82,40,91,46,32,26,30,20,88,38,94.24777961,706.8583471,-74.0343246,40.6120415,475.7861328
280,,,,,,,,,,,,,,,,,,,,,,,,280,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,142,-1,68,-1,3782,15000US360470038001,552,68,8,12,16,16,20,25,41,42,20,21,16,22,3,10,9,16,26,27,32,24,37,26,92,57,76,48,51,32,49,38,55,38,94.24777961,706.8583471,-74.036499,40.6357803,604.9265137
281,,,,,,,,,,,,,,,,,,,,,,,,281,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,134,-1,81,-1,3828,15000US360470056011,772,87,54,45,43,36,27,31,63,35,37,32,55,50,28,30,26,22,17,18,61,40,54,30,94,50,76,42,37,36,41,31,60,39,94.24777961,706.8583471,-74.0345535,40.6149292,264.2405396
282,,,,,,,,,,,,,,,,,,,,,,,,282,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0359726,40.6303787,550.6066895
283,,,,,,,,,,,,,,,,,,,,,,,,283,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0347748,40.6175423,304.2185974
284,7/20/2016 0:00,7:41,BROOKLYN,11209,40.632664,-74.03613,"(40.632664, -74.03613)",NARROWS AVENUE,76 STREET, ,Failure to Yield Right-of-Way,Unspecified, , , ,3716105,BICYCLE,BICYCLE, , , ,1,201,284,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0361252,40.6326637,492.12854
285,,,,,,,,,,,,,,,,,,,,,,,,285,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0339279,40.6088829,443.9147949
286,,,,,,,,,,,,,,,,,,,,,,,,286,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0338058,40.6077156,499.1261292
287,,,,,,,,,,,,,,,,,,,,,,,,287,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.0366516,40.6386795,795.7004395
288,,,,,,,,,,,,,,,,,,,,,,,,288,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0346756,40.6172638,281.4290466
289,7/20/2016 0:00,7:41,BROOKLYN,11209,40.632664,-74.03613,"(40.632664, -74.03613)",NARROWS AVENUE,76 STREET, ,Failure to Yield Right-of-Way,Unspecified, , , ,3716105,BICYCLE,BICYCLE, , , ,1,201,289,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0360794,40.6326523,488.1368408
290,,,,,,,,,,,,,,,,,,,,,,,,290,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0358658,40.6303444,544.8595581
291,,,,,,,,,,,,,,,,,,,,,,,,291,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0361404,40.6337814,503.1183777
292,,,,,,,,,,,,,,,,,,,,,,,,292,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471,-74.0355072,40.6269493,619.6066284
293,,,,,,,,,,,,,,,,,,,,,,,,293,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.0365601,40.6386528,787.7244873
294,,,,,,,,,,,,,,,,,,,,,,,,294,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,133,-1,74,-1,3814,15000US360470052011,716,68,147,50,93,40,20,20,11,16,8,15,12,15,8,13,46,43,3,10,34,24,56,40,56,38,44,39,38,30,84,52,57,32,94.24777961,706.8583471,-74.0350189,40.622097,247.5936432
295,,,,,,,,,,,,,,,,,,,,,,,,295,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,170,-1,92,-1,3831,15000US360470056021,734,74,74,47,23,24,20,18,24,18,27,25,40,38,18,16,38,33,21,18,34,27,92,52,82,40,91,46,32,26,30,20,88,38,94.24777961,706.8583471,-74.034111,40.6122932,452.166748
296,,,,,,,,,,,,,,,,,,,,,,,,296,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.034584,40.6174965,287.6349792
297,,,,,,,,,,,,,,,,,,,,,,,,297,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.0365372,40.6389542,810.177063
298,,,,,,,,,,,,,,,,,,,,,,,,298,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0345154,40.6172104,266.6367493
299,,,,,,,,,,,,,,,,,,,,,,,,299,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,111,-1,60,-1,3814,15000US360470052011,602,72,123,52,74,47,22,19,18,19,20,24,8,14,11,16,23,29,15,21,31,28,28,27,52,37,37,37,40,33,31,24,68,44,94.24777961,706.8583471,-74.0348816,40.6213341,244.5688477
300,,,,,,,,,,,,,,,,,,,,,,,,300,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,210,-1,122,-1,3831,15000US360470056021,877,54,67,38,46,37,27,20,39,23,37,30,69,61,22,17,56,35,24,17,49,33,110,43,99,45,89,38,40,30,21,17,82,37,94.24777961,706.8583471,-74.0342102,40.6143875,272.7041931
301,,,,,,,,,,,,,,,,,,,,,,,,301,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0336609,40.60849,442.6480408
302,,,,,,,,,,,,,,,,,,,,,,,,302,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0336609,40.60849,442.6480408
303,,,,,,,,,,,,,,,,,,,,,,,,303,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.0364532,40.6389008,800.7481079
304,,,,,,,,,,,,,,,,,,,,,,,,304,36,47,16200,2,3.6047E+11,Block Group 2,G5030,S,150743,0,40.6120605,-74.0326351,15000US360470162002,0.018442403,1.60409E-05,4080,15000US360470162002,130,-1,62,-1,4080,15000US360470162002,590,93,82,56,0,11,14,15,9,13,17,20,10,15,13,14,20,31,18,19,18,21,74,61,64,35,93,54,24,22,40,24,94,40,94.24777961,706.8583471,-74.0339432,40.6118393,437.4093323
305,,,,,,,,,,,,,,,,,,,,,,,,305,36,47,5000,2,3.6047E+11,Block Group 2,G5030,S,76824,0,40.6236747,-74.0376087,15000US360470050002,0.015550329,8.1764E-06,3808,15000US360470050002,91,-1,37,-1,3808,15000US360470050002,386,69,7,11,25,19,0,11,0,11,0,11,8,13,7,11,54,48,0,11,7,13,74,54,17,21,49,36,33,29,82,49,23,22,94.24777961,706.8583471,-74.0348969,40.6224213,242.090332
306,,,,,,,,,,,,,,,,,,,,,,,,306,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0344162,40.6174583,273.4631958
307,,,,,,,,,,,,,,,,,,,,,,,,307,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,214,-1,88,-1,3782,15000US360470038001,554,48,5,12,8,10,19,20,7,12,20,21,14,18,15,14,12,16,28,25,30,25,56,36,72,35,66,35,43,24,60,30,97,42,94.24777961,706.8583471,-74.0358734,40.6333809,473.1549988
308,,,,,,,,,,,,,,,,,,,,,,,,308,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0344238,40.6179047,280.766449
309,,,,,,,,,,,,,,,,,,,,,,,,309,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0343475,40.6171646,251.5967407
310,,,,,,,,,,,,,,,,,,,,,,,,310,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,214,-1,88,-1,3782,15000US360470038001,554,48,5,12,8,10,19,20,7,12,20,21,14,18,15,14,12,16,28,25,30,25,56,36,72,35,66,35,43,24,60,30,97,42,94.24777961,706.8583471,-74.0358276,40.6333656,469.3730164
311,,,,,,,,,,,,,,,,,,,,,,,,311,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,210,-1,122,-1,3831,15000US360470056021,877,54,67,38,46,37,27,20,39,23,37,30,69,61,22,17,56,35,24,17,49,33,110,43,99,45,89,38,40,30,21,17,82,37,94.24777961,706.8583471,-74.0340576,40.6143036,268.9170227
312,,,,,,,,,,,,,,,,,,,,,,,,312,36,47,3400,3,3.6047E+11,Block Group 3,G5030,S,63683,0,40.6360139,-74.0344291,15000US360470034003,0.012593108,6.77889E-06,3774,15000US360470034003,64,-1,33,-1,3774,15000US360470034003,436,90,7,12,28,25,14,22,68,71,0,11,14,17,0,11,0,11,0,11,41,32,8,11,83,69,54,47,53,42,45,43,21,33,94.24777961,706.8583471,-74.0361023,40.6364365,606.7728271
